point_short_code,point_long_code,geometry
030,14030,"{'type': 'MultiPoint', 'coordinates': [[-79.3521296600971, 43.670460460892]]}"
062,08062,"{'type': 'MultiPoint', 'coordinates': [[-79.4127877318278, 43.7094356428595]]}"
022,14022,"{'type': 'MultiPoint', 'coordinates': [[-79.3466880011649, 43.6791576957705]]}"
057,21057,"{'type': 'MultiPoint', 'coordinates': [[-79.2626427420438, 43.734096181789]]}"
050,14050,"{'type': 'MultiPoint', 'coordinates': [[-79.3401666940738, 43.6601669225421]]}"
008,14008,"{'type': 'MultiPoint', 'coordinates': [[-79.3406763650031, 43.6899875509537]]}"
009,14009,"{'type': 'MultiPoint', 'coordinates': [[-79.3419050751048, 43.6896477027053]]}"
023,14023,"{'type': 'MultiPoint', 'coordinates': [[-79.3444395999378, 43.6786322848271]]}"
037,14037,"{'type': 'MultiPoint', 'coordinates': [[-79.3407075076271, 43.6698031401265]]}"
043,14043,"{'type': 'MultiPoint', 'coordinates': [[-79.3227579908163, 43.6658171225896]]}"
011,14011,"{'type': 'MultiPoint', 'coordinates': [[-79.3509795618846, 43.6864953869061]]}"
012,14012,"{'type': 'MultiPoint', 'coordinates': [[-79.3578425710779, 43.6818480580923]]}"
020,14020,"{'type': 'MultiPoint', 'coordinates': [[-79.3458056322592, 43.6806280526051]]}"
015,14015,"{'type': 'MultiPoint', 'coordinates': [[-79.3539353612732, 43.6806502154921]]}"
051,14051,"{'type': 'MultiPoint', 'coordinates': [[-79.3453298607431, 43.6604435343298]]}"
026,14026,"{'type': 'MultiPoint', 'coordinates': [[-79.3227718925618, 43.6792807307855]]}"
027,14027,"{'type': 'MultiPoint', 'coordinates': [[-79.3276494865718, 43.6783223029713]]}"
016,08016,"{'type': 'MultiPoint', 'coordinates': [[-79.4597250980034, 43.7201620650265]]}"
056,21056,"{'type': 'MultiPoint', 'coordinates': [[-79.3024262160872, 43.7263487034875]]}"
052,14052,"{'type': 'MultiPoint', 'coordinates': [[-79.3500911323149, 43.6616429603441]]}"
035,08035,"{'type': 'MultiPoint', 'coordinates': [[-79.4271823065033, 43.7274253087965]]}"
059,21059,"{'type': 'MultiPoint', 'coordinates': [[-79.2540589454282, 43.7382246272196]]}"
037,08037,"{'type': 'MultiPoint', 'coordinates': [[-79.4120566947699, 43.7288686420148]]}"
065,21065,"{'type': 'MultiPoint', 'coordinates': [[-79.232893649722, 43.7477332879854]]}"
061,21061,"{'type': 'MultiPoint', 'coordinates': [[-79.24070575989, 43.7388885327578]]}"
047,21047,"{'type': 'MultiPoint', 'coordinates': [[-79.2601219894519, 43.7457122545676]]}"
060,21060,"{'type': 'MultiPoint', 'coordinates': [[-79.2460902976952, 43.7407551955039]]}"
036,08036,"{'type': 'MultiPoint', 'coordinates': [[-79.4196620041354, 43.7294200664463]]}"
042,08042,"{'type': 'MultiPoint', 'coordinates': [[-79.409524700301, 43.7199764434722]]}"
046,08046,"{'type': 'MultiPoint', 'coordinates': [[-79.4372414776401, 43.7074931435869]]}"
047,08047,"{'type': 'MultiPoint', 'coordinates': [[-79.4444258865575, 43.7069342288817]]}"
002,15002,"{'type': 'MultiPoint', 'coordinates': [[-79.3858567406626, 43.7609756730892]]}"
001,15001,"{'type': 'MultiPoint', 'coordinates': [[-79.3972138944047, 43.754688128517]]}"
003,15003,"{'type': 'MultiPoint', 'coordinates': [[-79.3773086129257, 43.7573684747214]]}"
005,15005,"{'type': 'MultiPoint', 'coordinates': [[-79.3705792903782, 43.7561115796205]]}"
039,15039,"{'type': 'MultiPoint', 'coordinates': [[-79.3434367551101, 43.7053900432282]]}"
040,15040,"{'type': 'MultiPoint', 'coordinates': [[-79.3412228535809, 43.707223806854]]}"
050,15050,"{'type': 'MultiPoint', 'coordinates': [[-79.367559817407, 43.7064608248643]]}"
051,15051,"{'type': 'MultiPoint', 'coordinates': [[-79.3701352031944, 43.7072147378542]]}"
054,15054,"{'type': 'MultiPoint', 'coordinates': [[-79.3687780820258, 43.6939854007409]]}"
055,15055,"{'type': 'MultiPoint', 'coordinates': [[-79.3783467187897, 43.704880659962]]}"
056,15056,"{'type': 'MultiPoint', 'coordinates': [[-79.3847932929072, 43.7010950019854]]}"
057,15057,"{'type': 'MultiPoint', 'coordinates': [[-79.3855648318802, 43.705133866919]]}"
006,16006,"{'type': 'MultiPoint', 'coordinates': [[-79.3291265799904, 43.7645805189835]]}"
048,08048,"{'type': 'MultiPoint', 'coordinates': [[-79.4524225215947, 43.69618977734]]}"
044,08044,"{'type': 'MultiPoint', 'coordinates': [[-79.4269999857821, 43.713099765348]]}"
083,11083,"{'type': 'MultiPoint', 'coordinates': [[-79.3848110092617, 43.6590666449777]]}"
010,14010,"{'type': 'MultiPoint', 'coordinates': [[-79.3484697281964, 43.6892101471008]]}"
021,14021,"{'type': 'MultiPoint', 'coordinates': [[-79.3458558345141, 43.6805424818302]]}"
049,21049,"{'type': 'MultiPoint', 'coordinates': [[-79.2636373332983, 43.7413177791394]]}"
079,11079,"{'type': 'MultiPoint', 'coordinates': [[-79.3898207194598, 43.6553840363507]]}"
073,11073,"{'type': 'MultiPoint', 'coordinates': [[-79.4017905457018, 43.6568969210253]]}"
004,15004,"{'type': 'MultiPoint', 'coordinates': [[-79.3703573292119, 43.7624594249816]]}"
029,15029,"{'type': 'MultiPoint', 'coordinates': [[-79.3901642998392, 43.7105370975811]]}"
031,15031,"{'type': 'MultiPoint', 'coordinates': [[-79.3775239823918, 43.7173309693189]]}"
042,03042,"{'type': 'MultiPoint', 'coordinates': [[-79.4745155052064, 43.6315001748956]]}"
054,03054,"{'type': 'MultiPoint', 'coordinates': [[-79.4792234259622, 43.6238861615122]]}"
040,17040,"{'type': 'MultiPoint', 'coordinates': [[-79.3594556324106, 43.7848902249538]]}"
052,03052,"{'type': 'MultiPoint', 'coordinates': [[-79.4787309288086, 43.6253631830099]]}"
069,03069,"{'type': 'MultiPoint', 'coordinates': [[-79.5015333720668, 43.6013634233817]]}"
061,03061,"{'type': 'MultiPoint', 'coordinates': [[-79.4888936625883, 43.6193332842276]]}"
046,17046,"{'type': 'MultiPoint', 'coordinates': [[-79.3374501774332, 43.7788840209192]]}"
051,17051,"{'type': 'MultiPoint', 'coordinates': [[-79.3295607556028, 43.7735586570532]]}"
056,03056,"{'type': 'MultiPoint', 'coordinates': [[-79.4842958849041, 43.6235084798345]]}"
067,03067,"{'type': 'MultiPoint', 'coordinates': [[-79.5000229034999, 43.6037250776607]]}"
070,17070,"{'type': 'MultiPoint', 'coordinates': [[-79.3800624355928, 43.7712153929829]]}"
075,03075,"{'type': 'MultiPoint', 'coordinates': [[-79.5199382429952, 43.5979771530563]]}"
074,17074,"{'type': 'MultiPoint', 'coordinates': [[-79.3823939257018, 43.767162931541]]}"
058,17058,"{'type': 'MultiPoint', 'coordinates': [[-79.3438943704941, 43.7725373289903]]}"
076,03076,"{'type': 'MultiPoint', 'coordinates': [[-79.5185574424511, 43.5973456821482]]}"
072,17072,"{'type': 'MultiPoint', 'coordinates': [[-79.3880629299218, 43.768608164017]]}"
073,17073,"{'type': 'MultiPoint', 'coordinates': [[-79.3792546700262, 43.7684291389415]]}"
030,04030,"{'type': 'MultiPoint', 'coordinates': [[-79.4654247863971, 43.6559481589956]]}"
033,17033,"{'type': 'MultiPoint', 'coordinates': [[-79.3373825688455, 43.791415465113]]}"
015,20015,"{'type': 'MultiPoint', 'coordinates': [[-79.2511781787807, 43.7290251523698]]}"
002,14002,"{'type': 'MultiPoint', 'coordinates': [[-79.3564736198007, 43.6923377519026]]}"
007,17007,"{'type': 'MultiPoint', 'coordinates': [[-79.3614758349123, 43.8103779612162]]}"
061,04061,"{'type': 'MultiPoint', 'coordinates': [[-79.4392161360252, 43.6371736438238]]}"
022,04022,"{'type': 'MultiPoint', 'coordinates': [[-79.4629863768936, 43.6564019727557]]}"
015,17015,"{'type': 'MultiPoint', 'coordinates': [[-79.3909214142819, 43.7936640103335]]}"
006,17006,"{'type': 'MultiPoint', 'coordinates': [[-79.360068599198, 43.8062920920724]]}"
069,04069,"{'type': 'MultiPoint', 'coordinates': [[-79.4330830924627, 43.6349995526542]]}"
003,17003,"{'type': 'MultiPoint', 'coordinates': [[-79.3738873405469, 43.8076555703043]]}"
023,15023,"{'type': 'MultiPoint', 'coordinates': [[-79.3993930632171, 43.7140395951117]]}"
020,15020,"{'type': 'MultiPoint', 'coordinates': [[-79.3980790050104, 43.7175754929941]]}"
014,14014,"{'type': 'MultiPoint', 'coordinates': [[-79.3597527219088, 43.6763218551796]]}"
073,04073,"{'type': 'MultiPoint', 'coordinates': [[-79.4289777472647, 43.6366819008884]]}"
072,04072,"{'type': 'MultiPoint', 'coordinates': [[-79.4293233533503, 43.6375431602739]]}"
001,14001,"{'type': 'MultiPoint', 'coordinates': [[-79.3495716542305, 43.6925828578413]]}"
023,03023,"{'type': 'MultiPoint', 'coordinates': [[-79.5574536757453, 43.6351551674958]]}"
018,14018,"{'type': 'MultiPoint', 'coordinates': [[-79.3496800848427, 43.6771506675787]]}"
022,03022,"{'type': 'MultiPoint', 'coordinates': [[-79.5394910371699, 43.6348519120353]]}"
031,14031,"{'type': 'MultiPoint', 'coordinates': [[-79.3552166658976, 43.6661712273782]]}"
016,14016,"{'type': 'MultiPoint', 'coordinates': [[-79.3561062879326, 43.6739370049485]]}"
017,14017,"{'type': 'MultiPoint', 'coordinates': [[-79.3554479437258, 43.6739540419613]]}"
032,14032,"{'type': 'MultiPoint', 'coordinates': [[-79.3531769580306, 43.6658062500207]]}"
028,04028,"{'type': 'MultiPoint', 'coordinates': [[-79.4648073207544, 43.6552236857032]]}"
024,04024,"{'type': 'MultiPoint', 'coordinates': [[-79.4635413049422, 43.6551674715458]]}"
007,16007,"{'type': 'MultiPoint', 'coordinates': [[-79.3217731783625, 43.7647240733216]]}"
037,03037,"{'type': 'MultiPoint', 'coordinates': [[-79.5082581373328, 43.6150968930576]]}"
019,20019,"{'type': 'MultiPoint', 'coordinates': [[-79.2396114469394, 43.738057491925]]}"
021,03021,"{'type': 'MultiPoint', 'coordinates': [[-79.5364937463384, 43.6393049198023]]}"
021,20021,"{'type': 'MultiPoint', 'coordinates': [[-79.2269550757908, 43.7406645226806]]}"
035,20035,"{'type': 'MultiPoint', 'coordinates': [[-79.2477699306239, 43.7083283826928]]}"
037,20037,"{'type': 'MultiPoint', 'coordinates': [[-79.2503830440116, 43.7048959315468]]}"
036,20036,"{'type': 'MultiPoint', 'coordinates': [[-79.2530714519831, 43.706902203957]]}"
039,20039,"{'type': 'MultiPoint', 'coordinates': [[-79.2541098370096, 43.7006564698101]]}"
047,20047,"{'type': 'MultiPoint', 'coordinates': [[-79.2781242467104, 43.7039399443978]]}"
040,20040,"{'type': 'MultiPoint', 'coordinates': [[-79.254778671084, 43.6993224138579]]}"
050,20050,"{'type': 'MultiPoint', 'coordinates': [[-79.2864378632929, 43.6971990683253]]}"
038,03038,"{'type': 'MultiPoint', 'coordinates': [[-79.4993428641597, 43.6169122798959]]}"
046,20046,"{'type': 'MultiPoint', 'coordinates': [[-79.279044603526, 43.7059533134135]]}"
052,20052,"{'type': 'MultiPoint', 'coordinates': [[-79.2862012029892, 43.6965181467889]]}"
064,20064,"{'type': 'MultiPoint', 'coordinates': [[-79.2838646531108, 43.6851000843951]]}"
033,04033,"{'type': 'MultiPoint', 'coordinates': [[-79.4673814070283, 43.6565592507407]]}"
031,04031,"{'type': 'MultiPoint', 'coordinates': [[-79.4661573535014, 43.6567875832453]]}"
055,20055,"{'type': 'MultiPoint', 'coordinates': [[-79.2882861867771, 43.6924103918485]]}"
061,20061,"{'type': 'MultiPoint', 'coordinates': [[-79.2669540830012, 43.6899816223153]]}"
028,03028,"{'type': 'MultiPoint', 'coordinates': [[-79.5044646880695, 43.6344279205779]]}"
027,03027,"{'type': 'MultiPoint', 'coordinates': [[-79.5070829005988, 43.6376804294335]]}"
026,04026,"{'type': 'MultiPoint', 'coordinates': [[-79.464773887435, 43.6571487585638]]}"
041,03041,"{'type': 'MultiPoint', 'coordinates': [[-79.4726379747573, 43.6314815761223]]}"
032,15032,"{'type': 'MultiPoint', 'coordinates': [[-79.3696628900613, 43.7144436649986]]}"
016,17016,"{'type': 'MultiPoint', 'coordinates': [[-79.3874623162842, 43.7923194425359]]}"
017,17017,"{'type': 'MultiPoint', 'coordinates': [[-79.391826199989, 43.7868975436176]]}"
017,20017,"{'type': 'MultiPoint', 'coordinates': [[-79.2512456866976, 43.7334561275574]]}"
070,03070,"{'type': 'MultiPoint', 'coordinates': [[-79.5041938387474, 43.5999243685511]]}"
020,20020,"{'type': 'MultiPoint', 'coordinates': [[-79.2386584933525, 43.7382133514021]]}"
023,20023,"{'type': 'MultiPoint', 'coordinates': [[-79.2198176482125, 43.7405509095453]]}"
085,03085,"{'type': 'MultiPoint', 'coordinates': [[-79.5501228703137, 43.6083700983071]]}"
038,20038,"{'type': 'MultiPoint', 'coordinates': [[-79.257046428104, 43.7062936578465]]}"
025,20025,"{'type': 'MultiPoint', 'coordinates': [[-79.2186719831482, 43.7408975315419]]}"
088,03088,"{'type': 'MultiPoint', 'coordinates': [[-79.5621268703017, 43.6100023476942]]}"
005,04005,"{'type': 'MultiPoint', 'coordinates': [[-79.4868867512554, 43.6631626874066]]}"
003,20003,"{'type': 'MultiPoint', 'coordinates': [[-79.2872695164287, 43.7165934572119]]}"
004,20004,"{'type': 'MultiPoint', 'coordinates': [[-79.2851962354035, 43.7139593948895]]}"
042,04042,"{'type': 'MultiPoint', 'coordinates': [[-79.4770427530375, 43.6436792914692]]}"
044,04044,"{'type': 'MultiPoint', 'coordinates': [[-79.473837539149, 43.6387855090207]]}"
043,04043,"{'type': 'MultiPoint', 'coordinates': [[-79.4748931591874, 43.6391808072694]]}"
064,04064,"{'type': 'MultiPoint', 'coordinates': [[-79.4337783462733, 43.6402160598913]]}"
065,04065,"{'type': 'MultiPoint', 'coordinates': [[-79.4332304159721, 43.6407161277032]]}"
047,04047,"{'type': 'MultiPoint', 'coordinates': [[-79.474185719497, 43.6368088218617]]}"
059,20059,"{'type': 'MultiPoint', 'coordinates': [[-79.2631080144135, 43.6956240155642]]}"
020,04020,"{'type': 'MultiPoint', 'coordinates': [[-79.4624226182735, 43.6568694630371]]}"
048,20048,"{'type': 'MultiPoint', 'coordinates': [[-79.2772877434307, 43.7000377584633]]}"
060,04060,"{'type': 'MultiPoint', 'coordinates': [[-79.4360685050841, 43.6396575139163]]}"
007,04007,"{'type': 'MultiPoint', 'coordinates': [[-79.4811263334939, 43.6641736591241]]}"
045,20045,"{'type': 'MultiPoint', 'coordinates': [[-79.2770757042598, 43.7055680166755]]}"
004,17004,"{'type': 'MultiPoint', 'coordinates': [[-79.3731669708751, 43.8080705524794]]}"
019,03019,"{'type': 'MultiPoint', 'coordinates': [[-79.5352859177787, 43.6392511377027]]}"
049,15049,"{'type': 'MultiPoint', 'coordinates': [[-79.3636190339423, 43.7029233978324]]}"
054,20054,"{'type': 'MultiPoint', 'coordinates': [[-79.2876958563099, 43.6939694186577]]}"
066,04066,"{'type': 'MultiPoint', 'coordinates': [[-79.4307442554247, 43.6403252580193]]}"
056,20056,"{'type': 'MultiPoint', 'coordinates': [[-79.2839368961324, 43.6944325396346]]}"
044,15044,"{'type': 'MultiPoint', 'coordinates': [[-79.3427368221535, 43.7029474056261]]}"
042,15042,"{'type': 'MultiPoint', 'coordinates': [[-79.3402659338932, 43.7034789613033]]}"
058,20058,"{'type': 'MultiPoint', 'coordinates': [[-79.2747342784802, 43.6937782843194]]}"
027,04027,"{'type': 'MultiPoint', 'coordinates': [[-79.4653642906729, 43.6568884848891]]}"
057,20057,"{'type': 'MultiPoint', 'coordinates': [[-79.2786086063976, 43.6937218276277]]}"
024,15024,"{'type': 'MultiPoint', 'coordinates': [[-79.3974693799724, 43.7119282510654]]}"
025,04025,"{'type': 'MultiPoint', 'coordinates': [[-79.4645941771803, 43.6575321065561]]}"
043,15043,"{'type': 'MultiPoint', 'coordinates': [[-79.3414625826122, 43.7029906157948]]}"
039,17039,"{'type': 'MultiPoint', 'coordinates': [[-79.3549665618627, 43.7895329062794]]}"
045,15045,"{'type': 'MultiPoint', 'coordinates': [[-79.3423400208563, 43.7019488153809]]}"
027,15027,"{'type': 'MultiPoint', 'coordinates': [[-79.3976277049175, 43.7101592663982]]}"
033,15033,"{'type': 'MultiPoint', 'coordinates': [[-79.3661848151, 43.7130026580059]]}"
046,15046,"{'type': 'MultiPoint', 'coordinates': [[-79.3426724406083, 43.7007837337693]]}"
037,15037,"{'type': 'MultiPoint', 'coordinates': [[-79.3482604415676, 43.704529311692]]}"
036,15036,"{'type': 'MultiPoint', 'coordinates': [[-79.3531864776516, 43.7143590790106]]}"
038,15038,"{'type': 'MultiPoint', 'coordinates': [[-79.3449506415866, 43.7029584141068]]}"
025,17025,"{'type': 'MultiPoint', 'coordinates': [[-79.3563016822426, 43.7929038354514]]}"
048,15048,"{'type': 'MultiPoint', 'coordinates': [[-79.3445072570672, 43.700450361645]]}"
047,15047,"{'type': 'MultiPoint', 'coordinates': [[-79.3451050780624, 43.7019697791534]]}"
052,15052,"{'type': 'MultiPoint', 'coordinates': [[-79.3672433475255, 43.7056742866398]]}"
013,17013,"{'type': 'MultiPoint', 'coordinates': [[-79.3712589662871, 43.8000951664138]]}"
028,17028,"{'type': 'MultiPoint', 'coordinates': [[-79.35129153636, 43.7938839146807]]}"
011,16011,"{'type': 'MultiPoint', 'coordinates': [[-79.321464421707, 43.7560593384022]]}"
034,05034,"{'type': 'MultiPoint', 'coordinates': [[-79.4884640407164, 43.6965539184535]]}"
087,18087,"{'type': 'MultiPoint', 'coordinates': [[-79.4281942077913, 43.7612131701473]]}"
028,05028,"{'type': 'MultiPoint', 'coordinates': [[-79.4956943989555, 43.7025063022277]]}"
020,05020,"{'type': 'MultiPoint', 'coordinates': [[-79.515990059799, 43.7005804761155]]}"
005,11005,"{'type': 'MultiPoint', 'coordinates': [[-79.4152049534391, 43.6681449064113]]}"
019,04019,"{'type': 'MultiPoint', 'coordinates': [[-79.4621773319133, 43.6580848614379]]}"
064,18064,"{'type': 'MultiPoint', 'coordinates': [[-79.4097615824432, 43.7640950103093]]}"
009,11009,"{'type': 'MultiPoint', 'coordinates': [[-79.4050442675873, 43.6681497717117]]}"
030,19030,"{'type': 'MultiPoint', 'coordinates': [[-79.301247083294, 43.6946024513786]]}"
028,19028,"{'type': 'MultiPoint', 'coordinates': [[-79.3018312433153, 43.6923788956395]]}"
057,11057,"{'type': 'MultiPoint', 'coordinates': [[-79.4022379723815, 43.6619407679246]]}"
006,05006,"{'type': 'MultiPoint', 'coordinates': [[-79.4853065043738, 43.7171615273965]]}"
005,05005,"{'type': 'MultiPoint', 'coordinates': [[-79.4828609334064, 43.7204982034151]]}"
013,11013,"{'type': 'MultiPoint', 'coordinates': [[-79.4055012589074, 43.671741843018]]}"
042,05042,"{'type': 'MultiPoint', 'coordinates': [[-79.4820893731175, 43.6879692913535]]}"
018,11018,"{'type': 'MultiPoint', 'coordinates': [[-79.3954798446308, 43.6731922341701]]}"
044,19044,"{'type': 'MultiPoint', 'coordinates': [[-79.2991278839731, 43.6826199722785]]}"
002,18002,"{'type': 'MultiPoint', 'coordinates': [[-79.4449948463734, 43.7836624743936]]}"
074,11074,"{'type': 'MultiPoint', 'coordinates': [[-79.4008074489333, 43.6586855943794]]}"
053,08053,"{'type': 'MultiPoint', 'coordinates': [[-79.440128747336, 43.7038737409984]]}"
045,06045,"{'type': 'MultiPoint', 'coordinates': [[-79.5079267445183, 43.7222048782034]]}"
033,13033,"{'type': 'MultiPoint', 'coordinates': [[-79.3746955627634, 43.6660434935425]]}"
014,18014,"{'type': 'MultiPoint', 'coordinates': [[-79.3940326440731, 43.785013159398]]}"
017,18017,"{'type': 'MultiPoint', 'coordinates': [[-79.4086407726279, 43.7878577733007]]}"
016,18016,"{'type': 'MultiPoint', 'coordinates': [[-79.4075100838189, 43.7882498358048]]}"
049,06049,"{'type': 'MultiPoint', 'coordinates': [[-79.5113119096338, 43.7377395015827]]}"
028,18028,"{'type': 'MultiPoint', 'coordinates': [[-79.4265392727499, 43.7769936595588]]}"
056,06056,"{'type': 'MultiPoint', 'coordinates': [[-79.4857697834648, 43.7511233755832]]}"
015,08015,"{'type': 'MultiPoint', 'coordinates': [[-79.4510772508882, 43.7208322543823]]}"
068,08068,"{'type': 'MultiPoint', 'coordinates': [[-79.400257330348, 43.7073300082475]]}"
036,13036,"{'type': 'MultiPoint', 'coordinates': [[-79.3755350567579, 43.6642288050067]]}"
066,08066,"{'type': 'MultiPoint', 'coordinates': [[-79.401471683496, 43.7097589196453]]}"
023,05023,"{'type': 'MultiPoint', 'coordinates': [[-79.5129333966558, 43.7017214781638]]}"
039,13039,"{'type': 'MultiPoint', 'coordinates': [[-79.3786994111901, 43.662231928809]]}"
028,09028,"{'type': 'MultiPoint', 'coordinates': [[-79.4360195434559, 43.6599346925934]]}"
046,09046,"{'type': 'MultiPoint', 'coordinates': [[-79.4284352010634, 43.6480203859031]]}"
079,13079,"{'type': 'MultiPoint', 'coordinates': [[-79.365341196309, 43.6525586881024]]}"
045,09045,"{'type': 'MultiPoint', 'coordinates': [[-79.4254161020935, 43.6492128199475]]}"
067,10067,"{'type': 'MultiPoint', 'coordinates': [[-79.37586457045, 43.6408942438847]]}"
050,09050,"{'type': 'MultiPoint', 'coordinates': [[-79.4245378058474, 43.6424341323214]]}"
078,13078,"{'type': 'MultiPoint', 'coordinates': [[-79.3680875209757, 43.651530937704]]}"
058,12058,"{'type': 'MultiPoint', 'coordinates': [[-79.4266115635872, 43.6812144376579]]}"
055,18055,"{'type': 'MultiPoint', 'coordinates': [[-79.4148887450114, 43.7672678891958]]}"
071,12071,"{'type': 'MultiPoint', 'coordinates': [[-79.4211697542671, 43.6733808286229]]}"
055,11055,"{'type': 'MultiPoint', 'coordinates': [[-79.4005325476758, 43.6635565136536]]}"
053,05053,"{'type': 'MultiPoint', 'coordinates': [[-79.507623341159, 43.6766085446852]]}"
017,05017,"{'type': 'MultiPoint', 'coordinates': [[-79.5202286163034, 43.7023994674705]]}"
019,05019,"{'type': 'MultiPoint', 'coordinates': [[-79.5198233544767, 43.7018996884216]]}"
011,05011,"{'type': 'MultiPoint', 'coordinates': [[-79.4960594579928, 43.7100909589739]]}"
039,16039,"{'type': 'MultiPoint', 'coordinates': [[-79.3285648456821, 43.7314073024153]]}"
040,16040,"{'type': 'MultiPoint', 'coordinates': [[-79.3287052983859, 43.7309859493021]]}"
014,05014,"{'type': 'MultiPoint', 'coordinates': [[-79.5048407820534, 43.7095089564534]]}"
041,11041,"{'type': 'MultiPoint', 'coordinates': [[-79.3832016614596, 43.6703259825844]]}"
047,16047,"{'type': 'MultiPoint', 'coordinates': [[-79.326222828115, 43.7263102907126]]}"
030,05030,"{'type': 'MultiPoint', 'coordinates': [[-79.4826193098254, 43.7071661022485]]}"
029,05029,"{'type': 'MultiPoint', 'coordinates': [[-79.4894688330083, 43.7054094849955]]}"
039,05039,"{'type': 'MultiPoint', 'coordinates': [[-79.475099515903, 43.6934344434159]]}"
046,16046,"{'type': 'MultiPoint', 'coordinates': [[-79.3255487719187, 43.7269816114703]]}"
036,05036,"{'type': 'MultiPoint', 'coordinates': [[-79.4697863236233, 43.6979367327612]]}"
058,16058,"{'type': 'MultiPoint', 'coordinates': [[-79.3358705226236, 43.7104405907514]]}"
056,16056,"{'type': 'MultiPoint', 'coordinates': [[-79.3362261046987, 43.7160074981126]]}"
059,16059,"{'type': 'MultiPoint', 'coordinates': [[-79.332845456696, 43.7083132944151]]}"
051,08051,"{'type': 'MultiPoint', 'coordinates': [[-79.4406213976861, 43.7020555237993]]}"
081,11081,"{'type': 'MultiPoint', 'coordinates': [[-79.383660979177, 43.6568500234754]]}"
035,11035,"{'type': 'MultiPoint', 'coordinates': [[-79.3870257127472, 43.6729771070747]]}"
064,11064,"{'type': 'MultiPoint', 'coordinates': [[-79.4149562549073, 43.6556894108891]]}"
080,11080,"{'type': 'MultiPoint', 'coordinates': [[-79.3830282754931, 43.6584353254802]]}"
010,08010,"{'type': 'MultiPoint', 'coordinates': [[-79.4329275945094, 43.7316546167159]]}"
024,08024,"{'type': 'MultiPoint', 'coordinates': [[-79.4549922595756, 43.7118623012416]]}"
007,08007,"{'type': 'MultiPoint', 'coordinates': [[-79.426648415056, 43.7359856885179]]}"
067,08067,"{'type': 'MultiPoint', 'coordinates': [[-79.4000640484789, 43.7082699050511]]}"
005,08005,"{'type': 'MultiPoint', 'coordinates': [[-79.4219178346669, 43.7394458293218]]}"
003,08003,"{'type': 'MultiPoint', 'coordinates': [[-79.4110818263627, 43.7412253212478]]}"
064,08064,"{'type': 'MultiPoint', 'coordinates': [[-79.4101326642694, 43.7057728416369]]}"
059,08059,"{'type': 'MultiPoint', 'coordinates': [[-79.4247330805998, 43.7057659615567]]}"
013,08013,"{'type': 'MultiPoint', 'coordinates': [[-79.4417054054556, 43.7286921824032]]}"
034,08034,"{'type': 'MultiPoint', 'coordinates': [[-79.4314588646607, 43.7242311532232]]}"
030,08030,"{'type': 'MultiPoint', 'coordinates': [[-79.4322078190403, 43.7207939336403]]}"
024,05024,"{'type': 'MultiPoint', 'coordinates': [[-79.5099126062954, 43.7010999625728]]}"
037,11037,"{'type': 'MultiPoint', 'coordinates': [[-79.3849217953352, 43.6712854685067]]}"
033,11033,"{'type': 'MultiPoint', 'coordinates': [[-79.3798065886685, 43.6720209777382]]}"
047,09047,"{'type': 'MultiPoint', 'coordinates': [[-79.4288472631571, 43.6460212506421]]}"
070,11070,"{'type': 'MultiPoint', 'coordinates': [[-79.4043053744797, 43.6587838823517]]}"
030,09030,"{'type': 'MultiPoint', 'coordinates': [[-79.4391436705617, 43.6624891075822]]}"
042,09042,"{'type': 'MultiPoint', 'coordinates': [[-79.4334435859317, 43.6473440605335]]}"
019,12019,"{'type': 'MultiPoint', 'coordinates': [[-79.3966000753378, 43.7098067339604]]}"
003,13003,"{'type': 'MultiPoint', 'coordinates': [[-79.387527963894, 43.6668064437748]]}"
007,10007,"{'type': 'MultiPoint', 'coordinates': [[-79.4246491423833, 43.6404165475363]]}"
074,10074,"{'type': 'MultiPoint', 'coordinates': [[-79.4167339538385, 43.6398679132201]]}"
040,13040,"{'type': 'MultiPoint', 'coordinates': [[-79.3791781653545, 43.6636084257427]]}"
050,10050,"{'type': 'MultiPoint', 'coordinates': [[-79.4000498013709, 43.6413140264981]]}"
007,22007,"{'type': 'MultiPoint', 'coordinates': [[-79.3286382346771, 43.8066383253939]]}"
008,13008,"{'type': 'MultiPoint', 'coordinates': [[-79.383966441173, 43.6672134349614]]}"
023,11023,"{'type': 'MultiPoint', 'coordinates': [[-79.3879725966837, 43.6742489538649]]}"
014,16014,"{'type': 'MultiPoint', 'coordinates': [[-79.3210503278597, 43.7531144810912]]}"
025,16025,"{'type': 'MultiPoint', 'coordinates': [[-79.3487615047106, 43.7363620560257]]}"
046,06046,"{'type': 'MultiPoint', 'coordinates': [[-79.5022550959971, 43.7265952806861]]}"
043,16043,"{'type': 'MultiPoint', 'coordinates': [[-79.3261716837295, 43.7286001637817]]}"
010,05010,"{'type': 'MultiPoint', 'coordinates': [[-79.4936442925421, 43.7083877022289]]}"
013,05013,"{'type': 'MultiPoint', 'coordinates': [[-79.5022114374531, 43.7075719013872]]}"
050,06050,"{'type': 'MultiPoint', 'coordinates': [[-79.5035920382592, 43.7379061764681]]}"
039,11039,"{'type': 'MultiPoint', 'coordinates': [[-79.3805895321517, 43.6705792545747]]}"
055,06055,"{'type': 'MultiPoint', 'coordinates': [[-79.4888903079609, 43.7488344363176]]}"
