_id,POINT_ID,POINT_TYPE_ID,POINT_TYPE,FEATURE_CODE,FEATURE_CODE_DESC,POINT_SHORT_CODE,POINT_LONG_CODE,POINT_NAME,POINT_DESC,REF_FEATURE_TYPE,REF_FEATURE_ID_SPAT,REF_FEATURE_ID_TAB,SOURCE_FEATURE_TYPE,SOURCE_FEATURE_ID,VOTER_COUNT,OBJECTID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,geometry
307,10202,,VOTING_LOCATION,P,Primary,040,03040,The Tides at Mystic Pointe,None,None,,,ADDRESS_POINT,14669843,1323,2099,185,Legion Rd N,185 Legion Rd N,"{'type': 'MultiPoint', 'coordinates': [[-79.4887807335871, 43.6248239778644]]}"
308,11276,,VOTING_LOCATION,P,Primary,030,03030,Etienne Brule Junior Public School,None,None,,,ADDRESS_POINT,7940034,3486,2100,50,Cloverhill Rd,50 Cloverhill Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4896844559498, 43.6356187317086]]}"
309,10329,,VOTING_LOCATION,P,Primary,053,15053,Leaside Memorial Community Gardens - Building Grounds,None,None,,,ADDRESS_POINT,30041129,2238,2102,1073,Millwood Rd,1073 Millwood Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3608059278349, 43.7018703858417]]}"
310,12129,,VOTING_LOCATION,P,Primary,094,10094,Aqualina,None,None,,,ADDRESS_POINT,30058660,481,2103,15,Merchants' Wharf,15 Merchants' Wharf,"{'type': 'MultiPoint', 'coordinates': [[-79.3642987533504, 43.6451107811984]]}"
311,11602,,VOTING_LOCATION,P,Primary,081,10081,None,None,None,,,ADDRESS_POINT,8087258,1083,2104,55,Harbour Sq,55 Harbour Sq,"{'type': 'MultiPoint', 'coordinates': [[-79.3784915456813, 43.6400567518495]]}"
312,11079,,VOTING_LOCATION,P,Primary,065,10065,None,None,None,,,ADDRESS_POINT,14620879,2664,2106,11,Mariner Ter,11 Mariner Ter,"{'type': 'MultiPoint', 'coordinates': [[-79.3910674780315, 43.6399251620906]]}"
313,11735,,VOTING_LOCATION,P,Primary,064,05064,Our Lady Of Victory Catholic School,None,None,,,ADDRESS_POINT,9531820,3014,2108,70,Guestville Ave,70 Guestville Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4898300918393, 43.6836610022383]]}"
314,11372,,VOTING_LOCATION,P,Primary,059,10059,Harbourfront Community Centre - Building Grounds,None,None,,,ADDRESS_POINT,7929870,4500,2109,627,Queens Quay W,627 Queens Quay W,"{'type': 'MultiPoint', 'coordinates': [[-79.3977656874205, 43.6354055263545]]}"
315,10791,,VOTING_LOCATION,P,Primary,065,05065,None,None,None,,,ADDRESS_POINT,2917612,279,2110,101,Humber Blvd,101 Humber Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.4820156904053, 43.679793976513]]}"
316,11378,,VOTING_LOCATION,P,Primary,017,10017,Alexandra Park Community Centre,None,None,,,ADDRESS_POINT,14121171,1675,2112,105,Grange Crt,105 Grange Crt,"{'type': 'MultiPoint', 'coordinates': [[-79.398879121155, 43.6515275500611]]}"
317,10505,,VOTING_LOCATION,P,Primary,016,10016,None,None,None,,,ADDRESS_POINT,14120828,571,2113,91,Augusta Ave,91 Augusta Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4003947230538, 43.6507124933856]]}"
318,10411,,VOTING_LOCATION,P,Primary,011,10011,None,None,None,,,ADDRESS_POINT,14600164,826,2114,59,East Liberty St,59 East Liberty St,"{'type': 'MultiPoint', 'coordinates': [[-79.4135407266713, 43.6384323972622]]}"
319,12120,,VOTING_LOCATION,P,Primary,027,20027,H. A. Halbert Junior Public School,None,None,,,ADDRESS_POINT,361168,2029,2115,25,Halbert Pl,25 Halbert Pl,"{'type': 'MultiPoint', 'coordinates': [[-79.2317360671938, 43.7276495960022]]}"
320,10941,,VOTING_LOCATION,P,Primary,084,11084,None,None,None,,,ADDRESS_POINT,14604272,1774,2116,761,Bay St,761 Bay St,"{'type': 'MultiPoint', 'coordinates': [[-79.3847816898441, 43.659493189234]]}"
321,10888,,VOTING_LOCATION,P,Primary,076,11076,Cecil St Community Centre,None,None,,,ADDRESS_POINT,9947797,2093,2118,58,Cecil St,58 Cecil St,"{'type': 'MultiPoint', 'coordinates': [[-79.3985912012751, 43.6564590563559]]}"
322,10445,,VOTING_LOCATION,P,Primary,069,11069,King Edward Public School,None,None,,,ADDRESS_POINT,6355068,1481,2119,112,Lippincott St,112 Lippincott St,"{'type': 'MultiPoint', 'coordinates': [[-79.4074089349881, 43.6582441160701]]}"
323,12031,,VOTING_LOCATION,P,Primary,001,16001,Rene Gordon Elementary School,None,None,,,ADDRESS_POINT,532360,1510,2120,20,Karen Rd,20 Karen Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3401430648432, 43.7619030433066]]}"
324,10603,,VOTING_LOCATION,P,Primary,004,04004,Humbercrest Public School,None,None,,,ADDRESS_POINT,74152,2566,2122,14,St Mark's Rd,14 St Mark's Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4910553735324, 43.6604526501243]]}"
325,12029,,VOTING_LOCATION,P,Primary,004,16004,Donview Middle School,None,None,,,ADDRESS_POINT,513470,2456,2123,20,Evermede Dr,20 Evermede Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.3314383068706, 43.7641877197384]]}"
326,10372,,VOTING_LOCATION,P,Primary,003,06003,None,None,None,,,ADDRESS_POINT,565269,1075,2125,1121,Steeles Ave W,1121 Steeles Ave W,"{'type': 'MultiPoint', 'coordinates': [[-79.449591561088, 43.7901680566764]]}"
327,11208,,VOTING_LOCATION,P,Primary,018,04018,Vilnius Manor,None,None,,,ADDRESS_POINT,9668074,2117,2126,1700,Bloor St W,1700 Bloor St W,"{'type': 'MultiPoint', 'coordinates': [[-79.4584228253323, 43.6553956370733]]}"
328,11041,,VOTING_LOCATION,P,Primary,041,06041,Blaydon Public School,None,None,,,ADDRESS_POINT,490361,2363,2127,25,Blaydon Ave,25 Blaydon Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4862561391138, 43.735357222836]]}"
329,10137,,VOTING_LOCATION,P,Primary,062,11062,St. Luke Catholic School,None,None,,,ADDRESS_POINT,849784,3052,2128,319,Ossington Ave,319 Ossington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4210161849604, 43.6516313656822]]}"
330,10958,,VOTING_LOCATION,P,Primary,027,23027,North Agincourt Junior Public School,None,None,,,ADDRESS_POINT,365117,1176,2130,60,Moran Rd,60 Moran Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2762127949402, 43.7964537061583]]}"
331,11580,,VOTING_LOCATION,P,Primary,029,23029,St. Ignatius Of Loyola Catholic School,None,None,,,ADDRESS_POINT,9780844,2484,2132,2350,McCowan Rd,2350 McCowan Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2652486874085, 43.8031579712554]]}"
332,10889,,VOTING_LOCATION,P,Primary,060,03060,Grand Harbour,None,None,,,ADDRESS_POINT,5751029,675,2133,2285,Lake Shore Blvd W,2285 Lake Shore Blvd W,"{'type': 'MultiPoint', 'coordinates': [[-79.4855369685031, 43.6187083909571]]}"
333,10768,,VOTING_LOCATION,P,Primary,062,03062,Lakeshore Humber Community Centre,None,None,,,ADDRESS_POINT,7560872,2369,2134,2445,Lake Shore Blvd W,2445 Lake Shore Blvd W,"{'type': 'MultiPoint', 'coordinates': [[-79.4888424872012, 43.6135251612383]]}"
334,10560,,VOTING_LOCATION,P,Primary,063,03063,None,None,None,,,ADDRESS_POINT,7569963,1165,2135,98,Cavell Ave,98 Cavell Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4959011741067, 43.6161840748617]]}"
335,11411,,VOTING_LOCATION,P,Primary,035,23035,Tom Longboat Junior Public School,None,None,,,ADDRESS_POINT,324647,1951,2137,37,Crow Trl,37 Crow Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2316269659623, 43.8104461724402]]}"
336,11355,,VOTING_LOCATION,P,Primary,040,23040,St. Barnabas Catholic School,None,None,,,ADDRESS_POINT,396328,1386,2138,30,Washburn Way,30 Washburn Way,"{'type': 'MultiPoint', 'coordinates': [[-79.2285119174515, 43.7972412194214]]}"
337,11369,,VOTING_LOCATION,P,Primary,041,23041,Malvern Junior Public School,None,None,,,ADDRESS_POINT,358756,2511,2139,70,Mammoth Hall Trl,70 Mammoth Hall Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2332519441342, 43.7978394610251]]}"
338,10127,,VOTING_LOCATION,P,Primary,083,03083,Alderwood Pool,None,None,,,ADDRESS_POINT,14671849,2538,2140,2,Orianna Dr,2 Orianna Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.547352486747, 43.6018966478517]]}"
339,10401,,VOTING_LOCATION,P,Primary,003,07003,St. Roch's Catholic School,None,None,,,ADDRESS_POINT,10430603,1446,2141,174,Duncanwoods Dr,174 Duncanwoods Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5667497158539, 43.7537079716592]]}"
340,11589,,VOTING_LOCATION,P,Primary,051,23051,Agincourt Community Centre,None,None,,,ADDRESS_POINT,337821,2331,2142,31,Glen Watford Dr,31 Glen Watford Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2762899266959, 43.7884058264924]]}"
341,11607,,VOTING_LOCATION,P,Primary,039,23039,Berner Trail Junior Public School,None,None,,,ADDRESS_POINT,307348,2743,2143,120,Berner Trl,120 Berner Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2211413058912, 43.8014341079073]]}"
342,11591,,VOTING_LOCATION,P,Primary,050,23050,C. D. Farquharson Junior Public School,None,None,,,ADDRESS_POINT,312706,2259,2146,1965,Brimley Rd,1965 Brimley Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2661055358191, 43.784467159758]]}"
343,10808,,VOTING_LOCATION,P,Primary,005,07005,Gracedale Park,None,None,,,ADDRESS_POINT,10494308,1793,2147,186,Gracedale Blvd,186 Gracedale Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.5618421120233, 43.753197538015]]}"
344,10022,,VOTING_LOCATION,P,Primary,026,07026,None,None,None,,,ADDRESS_POINT,5729526,811,2148,31,Four Winds Dr,31 Four Winds Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.4976055830408, 43.7638095082239]]}"
345,10802,,VOTING_LOCATION,P,Primary,073,03073,Lerette Manor,None,None,,,ADDRESS_POINT,6238140,1384,2152,250,Twelfth St,250 Twelfth St,"{'type': 'MultiPoint', 'coordinates': [[-79.5115187733831, 43.6006610741603]]}"
346,10759,,VOTING_LOCATION,P,Primary,079,03079,Long Branch Public Library,None,None,,,ADDRESS_POINT,1013585,1987,2153,3500,Lake Shore Blvd W,3500 Lake Shore Blvd W,"{'type': 'MultiPoint', 'coordinates': [[-79.5313221820213, 43.5953057981406]]}"
347,10262,,VOTING_LOCATION,P,Primary,042,23042,Burrows Hall Junior Public School,None,None,,,ADDRESS_POINT,314663,1155,2154,151,Burrows Hall Blvd,151 Burrows Hall Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.2288180080604, 43.792697960518]]}"
348,11533,,VOTING_LOCATION,P,Primary,013,01013,Melody Village Public School,None,None,,,ADDRESS_POINT,10154322,1849,2156,520,Silverstone Dr,520 Silverstone Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5948425834357, 43.7381347518027]]}"
349,11061,,VOTING_LOCATION,P,Primary,001,23001,Port Royal Public School,None,None,,,ADDRESS_POINT,5024206,2639,2158,408,Port Royal Trl,408 Port Royal Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2899667499679, 43.8246324049807]]}"
350,10278,,VOTING_LOCATION,P,Primary,021,24021,Bellmere Junior Public School,None,None,,,ADDRESS_POINT,312976,1249,2159,470,Brimorton Dr,470 Brimorton Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.23514687523, 43.7719692863916]]}"
351,10383,,VOTING_LOCATION,P,Primary,022,24022,William Tredway Junior Public School,None,None,,,ADDRESS_POINT,384158,2423,2160,112,Sedgemount Dr,112 Sedgemount Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2352659356635, 43.7650332154187]]}"
352,10060,,VOTING_LOCATION,P,Primary,019,22019,Beverly Glen Junior Public School,None,None,,,ADDRESS_POINT,307817,2659,2164,85,Beverly Glen Blvd,85 Beverly Glen Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3230676298928, 43.7986530998679]]}"
353,11352,,VOTING_LOCATION,P,Primary,037,22037,St Aidan Catholic Church,None,None,,,ADDRESS_POINT,5237183,2339,2169,3501,Finch Ave E,3501 Finch Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.3102092800282, 43.7974491286704]]}"
354,10555,,VOTING_LOCATION,P,Primary,051,02051,Nativity Of Our Lord,None,None,,,ADDRESS_POINT,1026022,1911,2170,480,Rathburn Rd,480 Rathburn Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.5764636675837, 43.652695968515]]}"
355,10053,,VOTING_LOCATION,P,Primary,060,22060,Inglewood Heights Junior Public School,None,None,,,ADDRESS_POINT,327534,3968,2171,45,Dempster St,45 Dempster St,"{'type': 'MultiPoint', 'coordinates': [[-79.2923181525917, 43.7794075284367]]}"
356,12035,,VOTING_LOCATION,P,Primary,053,24053,Elizabeth Simcoe Junior Public School,None,None,,,ADDRESS_POINT,390308,1541,2172,166,Sylvan Ave,166 Sylvan Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2060348701063, 43.7381519615688]]}"
357,10747,,VOTING_LOCATION,P,Primary,017,23017,Blessed Pier Giorgio Frassati Catholic School(proposed),None,None,,,ADDRESS_POINT,30012333,2184,2173,8,Seasons Dr,8 Seasons Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2327375191257, 43.8298752034525]]}"
358,11250,,VOTING_LOCATION,P,Primary,020,03020,None,None,None,,,ADDRESS_POINT,20037113,1117,2174,25,Viking Lane,25 Viking Lane,"{'type': 'MultiPoint', 'coordinates': [[-79.5356351750109, 43.6387257178744]]}"
359,12036,,VOTING_LOCATION,P,Primary,041,24041,Poplar Road Junior Public School,None,None,,,ADDRESS_POINT,326920,1301,2176,66,Dearham Wood,66 Dearham Wood,"{'type': 'MultiPoint', 'coordinates': [[-79.1872408418527, 43.7537306281654]]}"
360,11585,,VOTING_LOCATION,P,Primary,058,22058,None,None,None,,,ADDRESS_POINT,6332525,245,2178,3760,Sheppard Ave E,3760 Sheppard Ave E,"{'type': 'MultiPoint', 'coordinates': [[-79.2937672893674, 43.782487286387]]}"
361,10212,,VOTING_LOCATION,P,Primary,039,22039,Timberbank Junior Public School,None,None,,,ADDRESS_POINT,391661,1643,2180,170,Timberbank Blvd,170 Timberbank Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.307285388876, 43.7914712561725]]}"
362,10472,,VOTING_LOCATION,P,Primary,038,22038,Free Methodist Church,None,None,,,ADDRESS_POINT,396128,1466,2181,2385,Warden Ave,2385 Warden Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.310456021139, 43.7859828383642]]}"
363,11024,,VOTING_LOCATION,P,Primary,038,24038,St. Martin de Porres Catholic School,None,None,,,ADDRESS_POINT,365462,2561,2182,230,Morningside Ave,230 Morningside Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.1862924598949, 43.7669828897416]]}"
364,10253,,VOTING_LOCATION,P,Primary,041,22041,Lynnwood Heights Junior Public School,None,None,,,ADDRESS_POINT,14174271,2228,2183,50,Southlawn Dr,50 Southlawn Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.2913478664802, 43.7965807575644]]}"
365,10927,,VOTING_LOCATION,P,Primary,042,22042,Msgr.  Fraser College Midland Campus,None,None,,,ADDRESS_POINT,7472039,1661,2184,2900,Midland Ave,2900 Midland Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2857174919641, 43.8010691646555]]}"
366,11366,,VOTING_LOCATION,P,Primary,046,22046,Bridlewood Public School,None,None,,,ADDRESS_POINT,312084,2494,2186,60,Bridlewood Blvd,60 Bridlewood Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.3150953883817, 43.7807962711677]]}"
367,10205,,VOTING_LOCATION,P,Primary,050,22050,Lynngate Junior Public School,None,None,,,ADDRESS_POINT,316950,2103,2187,129,Cass Ave,129 Cass Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.300660254809, 43.7766766424049]]}"
368,10728,,VOTING_LOCATION,P,Primary,052,22052,Stephen Leacock  C.C.,None,None,,,ADDRESS_POINT,20232265,3494,2189,2520,Birchmount Rd,2520 Birchmount Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.3024698863046, 43.7868632096674]]}"
369,10895,,VOTING_LOCATION,P,Primary,044,24044,The Gates of Guildwood,None,None,,,ADDRESS_POINT,4153974,615,2192,10,Guildwood Pkwy,10 Guildwood Pkwy,"{'type': 'MultiPoint', 'coordinates': [[-79.205000088613, 43.749923496435]]}"
370,11399,,VOTING_LOCATION,P,Primary,046,24046,Cedarbrook Junior Public School,None,None,,,ADDRESS_POINT,367221,3333,2193,56,Nelson St,56 Nelson St,"{'type': 'MultiPoint', 'coordinates': [[-79.2301927515264, 43.7472933923281]]}"
371,10702,,VOTING_LOCATION,P,Primary,059,22059,Shepherd Manor,None,None,,,ADDRESS_POINT,14651749,351,2194,125,Bonis Ave,125 Bonis Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2945018031967, 43.783856621995]]}"
372,11524,,VOTING_LOCATION,P,Primary,012,01012,Highfield Public School,None,None,,,ADDRESS_POINT,1020028,3239,2195,85,Mount Olive Dr,85 Mount Olive Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5891451714213, 43.7458920486043]]}"
373,10163,,VOTING_LOCATION,P,Primary,041,09041,Shirley Street Public School,None,None,,,ADDRESS_POINT,10759447,2038,2196,38,Shirley St,38 Shirley St,"{'type': 'MultiPoint', 'coordinates': [[-79.4367221725004, 43.6485242370315]]}"
374,11545,,VOTING_LOCATION,P,Primary,007,01007,Claireville Public School,None,None,,,ADDRESS_POINT,10558804,2159,2197,350,Silverstone Dr,350 Silverstone Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5991007205673, 43.7480114029654]]}"
375,11441,,VOTING_LOCATION,P,Primary,051,13051,None,None,None,,,ADDRESS_POINT,14210592,557,2198,25,Carlton St,25 Carlton St,"{'type': 'MultiPoint', 'coordinates': [[-79.3816270508403, 43.6611448543204]]}"
376,11692,,VOTING_LOCATION,P,Primary,048,09048,None,None,None,,,ADDRESS_POINT,30084068,717,2199,20,Minowan Miikan Lane,20 Minowan Miikan Lane,"{'type': 'MultiPoint', 'coordinates': [[-79.428133701906, 43.6430624679594]]}"
377,10499,,VOTING_LOCATION,P,Primary,052,13052,The Merchandise Building,None,None,,,ADDRESS_POINT,14115204,794,2201,155,Dalhousie St,155 Dalhousie St,"{'type': 'MultiPoint', 'coordinates': [[-79.3768092183918, 43.6576071946012]]}"
378,10509,,VOTING_LOCATION,P,Primary,044,09044,Ossington/Old Orchard Public School,None,None,,,ADDRESS_POINT,9486678,2182,2202,380,Ossington Ave,380 Ossington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4225997592765, 43.6527076700775]]}"
379,10020,,VOTING_LOCATION,P,Primary,053,13053,Metta Housing Co-Op,None,None,,,ADDRESS_POINT,7642547,795,2203,99,Dalhousie St,99 Dalhousie St,"{'type': 'MultiPoint', 'coordinates': [[-79.3762402835106, 43.6563341852588]]}"
380,10304,,VOTING_LOCATION,P,Primary,054,13054,None,None,None,,,ADDRESS_POINT,7641907,869,2204,145,Mutual St,145 Mutual St,"{'type': 'MultiPoint', 'coordinates': [[-79.376337968099, 43.6590937894372]]}"
381,10313,,VOTING_LOCATION,P,Primary,011,25011,St. Bede Catholic School,None,None,,,ADDRESS_POINT,11272303,1402,2206,521,Sewells Rd,521 Sewells Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.206547703276, 43.8179789081656]]}"
382,10045,,VOTING_LOCATION,P,Primary,031,07031,C. W. Jeffreys Collegiate Institute,None,None,,,ADDRESS_POINT,10071193,2927,2207,340,Sentinel Rd,340 Sentinel Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4999125095246, 43.7582792583815]]}"
383,10044,,VOTING_LOCATION,P,Primary,032,07032,Lamberton Public School,None,None,,,ADDRESS_POINT,534646,1552,2208,33,Lamberton Blvd,33 Lamberton Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.5028244891368, 43.7536543018276]]}"
384,10391,,VOTING_LOCATION,P,Primary,033,07033,Topcliff Public School,None,None,,,ADDRESS_POINT,7415223,1577,2209,65,Topcliff Ave,65 Topcliff Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5106588918435, 43.7555851004459]]}"
385,10084,,VOTING_LOCATION,P,Primary,012,25012,Fleming Public School,None,None,,,ADDRESS_POINT,4124712,1691,2210,20,Littles Rd,20 Littles Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2033845823469, 43.8154347835423]]}"
386,10701,,VOTING_LOCATION,P,Primary,013,25013,Alexander Stirling Public School,None,None,,,ADDRESS_POINT,333733,2398,2211,70,Fawcett Trl,70 Fawcett Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2076059405385, 43.8116563251017]]}"
387,10046,,VOTING_LOCATION,P,Primary,038,07038,Oakdale Park Middle School,None,None,,,ADDRESS_POINT,523032,1589,2212,315,Grandravine Dr,315 Grandravine Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5119920580985, 43.7474650745775]]}"
388,10853,,VOTING_LOCATION,P,Primary,001,25001,Thomas L Wells Public School,None,None,,,ADDRESS_POINT,14310229,2627,2213,69,Nightstar Rd,69 Nightstar Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2261254163676, 43.8242998088678]]}"
389,10089,,VOTING_LOCATION,P,Primary,009,25009,Mary Shadd Public School,None,None,,,ADDRESS_POINT,6947413,1451,2214,135,Hupfield Trl,135 Hupfield Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2183240428671, 43.8143956979563]]}"
390,10966,,VOTING_LOCATION,P,Primary,015,25015,Grey Owl Junior Public School,None,None,,,ADDRESS_POINT,398141,1955,2215,150,Wickson Trl,150 Wickson Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2133003232257, 43.8039892965967]]}"
391,10455,,VOTING_LOCATION,P,Primary,016,25016,Emily Carr Public School,None,None,,,ADDRESS_POINT,349131,2772,2216,90,John Tabor Trl,90 John Tabor Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2069358552156, 43.8050223865269]]}"
392,11368,,VOTING_LOCATION,P,Primary,017,25017,Lucy Maud Montgomery Public School,None,None,,,ADDRESS_POINT,366470,1677,2217,95,Murison Blvd,95 Murison Blvd,"{'type': 'MultiPoint', 'coordinates': [[-79.2093657180027, 43.7969167927449]]}"
393,10731,,VOTING_LOCATION,P,Primary,001,09001,St Hildas Anglican Church,None,None,,,ADDRESS_POINT,11714664,2648,2218,2353,Dufferin St,2353 Dufferin St,"{'type': 'MultiPoint', 'coordinates': [[-79.4496106390732, 43.6951876559931]]}"
394,11481,,VOTING_LOCATION,P,Primary,004,13004,None,None,None,,,ADDRESS_POINT,8140667,613,2219,44,St Joseph St,44 St Joseph St,"{'type': 'MultiPoint', 'coordinates': [[-79.3871043090912, 43.6659589375069]]}"
395,10814,,VOTING_LOCATION,P,Primary,019,13019,Wellesley Community Centre - Building Grounds,None,None,,,ADDRESS_POINT,10923450,3949,2220,495,Sherbourne St,495 Sherbourne St,"{'type': 'MultiPoint', 'coordinates': [[-79.3744794019554, 43.6677968512992]]}"
396,10792,,VOTING_LOCATION,P,Primary,015,13015,None,None,None,,,ADDRESS_POINT,2625667,662,2221,120,Homewood Ave,120 Homewood Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.3763158177603, 43.6671659692828]]}"
397,11356,,VOTING_LOCATION,P,Primary,004,09004,St. Nicholas Of Bari Catholic School,None,None,,,ADDRESS_POINT,71978,2058,2222,363,Rogers Rd,363 Rogers Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.4604931991533, 43.6828243738643]]}"
398,10036,,VOTING_LOCATION,P,Primary,006,09006,Rawlinson Community School,None,None,,,ADDRESS_POINT,60867,2827,2223,231,Glenholme Ave,231 Glenholme Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.4400434190871, 43.6839770688827]]}"
399,11147,,VOTING_LOCATION,P,Primary,010,09010,Dufferin St. Clair Public Library,None,None,,,ADDRESS_POINT,795722,1839,2224,1625,Dufferin St,1625 Dufferin St,"{'type': 'MultiPoint', 'coordinates': [[-79.4423994502932, 43.6769966995909]]}"
400,10638,,VOTING_LOCATION,P,Primary,018,09018,Ecole elementaire Charles-Sauriol,None,None,,,ADDRESS_POINT,8321585,2510,2225,55,Pelham Ave,55 Pelham Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.455349639961, 43.6676736698242]]}"
401,10656,,VOTING_LOCATION,P,Primary,010,25010,Heritage Park Public School,None,None,,,ADDRESS_POINT,9246459,2842,2227,80,Old Finch Ave,80 Old Finch Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.207720158593, 43.8213508850921]]}"
402,12034,,VOTING_LOCATION,P,Primary,036,23036,St. Gabriel Lalemant Catholic School,None,None,,,ADDRESS_POINT,324733,2313,2228,160,Crow Trl,160 Crow Trl,"{'type': 'MultiPoint', 'coordinates': [[-79.2267274764451, 43.8127036322107]]}"
403,10061,,VOTING_LOCATION,P,Primary,077,03077,The Holy Trinity Catholic School,None,None,,,ADDRESS_POINT,14600949,2039,2229,6,Colonel Samuel Smith Park Dr,6 Colonel Samuel Smith Park Dr,"{'type': 'MultiPoint', 'coordinates': [[-79.5172863888663, 43.5973446482043]]}"
404,10360,,VOTING_LOCATION,P,Primary,078,03078,James S Bell Junior Middle School - Building Grounds,None,None,,,ADDRESS_POINT,7287731,3107,2231,90,Thirty First St,90 Thirty First St,"{'type': 'MultiPoint', 'coordinates': [[-79.5301917018794, 43.5943542260396]]}"
405,11592,,VOTING_LOCATION,P,Primary,043,23043,Burrows Hall Community Centre,None,None,,,ADDRESS_POINT,14073190,3078,2232,1081,Progress Ave,1081 Progress Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.2343670150945, 43.7940473900167]]}"
406,10596,,VOTING_LOCATION,P,Primary,045,23045,St. Elizabeth Seton Catholic School,None,None,,,ADDRESS_POINT,342863,2269,2234,25,Havenview Rd,25 Havenview Rd,"{'type': 'MultiPoint', 'coordinates': [[-79.2467058262956, 43.7889512448555]]}"
407,11006,,VOTING_LOCATION,P,Primary,082,03082,Franklin Horner Community Centre - Building Grounds,None,None,,,ADDRESS_POINT,5674872,2953,2235,432,Horner Ave,432 Horner Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5380333970394, 43.6036644184991]]}"
408,10356,,VOTING_LOCATION,P,Primary,002,07002,Whitfield Parkette,None,None,,,ADDRESS_POINT,8492514,1197,2236,2990,Islington Ave,2990 Islington Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5715992964106, 43.7590380277146]]}"
409,10430,,VOTING_LOCATION,P,Primary,004,07004,Humber Summit Middle School,None,None,,,ADDRESS_POINT,10392311,2521,2237,60,Pearldale Ave,60 Pearldale Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.564522188693, 43.7505647535485]]}"
410,10662,,VOTING_LOCATION,P,Primary,084,03084,Lanor Junior Middle School,None,None,,,ADDRESS_POINT,7641687,2962,2238,450,Lanor Ave,450 Lanor Ave,"{'type': 'MultiPoint', 'coordinates': [[-79.5447921850042, 43.6095014861413]]}"
